"id","time","length","signal","duration","mac","sequence","tags","ssid","vendor"
1,2017-11-15 19:43:56,163,-72,208,"a05cada2fd9149e33559764a6b3de0e578cb0916b0d94ce8e7adb1a828de6fdb",3020,"9,8,26,8,1,12,5,5,7,9","VM3280449","Wisol"
2,2017-11-15 19:43:56,163,-72,208,"a05cada2fd9149e33559764a6b3de0e578cb0916b0d94ce8e7adb1a828de6fdb",3021,"9,8,26,8,1,12,5,5,7,9","VM3280449","Wisol"
3,2017-11-15 19:44:06,163,-71,208,"a05cada2fd9149e33559764a6b3de0e578cb0916b0d94ce8e7adb1a828de6fdb",3036,"9,8,26,8,1,12,5,5,7,9","VM3280449","Wisol"
4,2017-11-15 19:44:06,163,-71,208,"a05cada2fd9149e33559764a6b3de0e578cb0916b0d94ce8e7adb1a828de6fdb",3037,"9,8,26,8,1,12,5,5,7,9","VM3280449","Wisol"
5,2017-11-15 19:44:16,163,-71,208,"a05cada2fd9149e33559764a6b3de0e578cb0916b0d94ce8e7adb1a828de6fdb",3049,"9,8,26,8,1,12,5,5,7,9","VM3280449","Wisol"
6,2017-11-15 19:44:16,163,-71,208,"a05cada2fd9149e33559764a6b3de0e578cb0916b0d94ce8e7adb1a828de6fdb",3050,"9,8,26,8,1,12,5,5,7,9","VM3280449","Wisol"
7,2017-11-15 19:44:46,186,-92,1488,"970d4f884786f2df9bc4756602376ff9e4727b027804174fa0a5d219f33592f7",910,"0,4,8,1,26,8,7,11,30,8,9","",NA
8,2017-11-15 19:44:46,186,-91,1488,"970d4f884786f2df9bc4756602376ff9e4727b027804174fa0a5d219f33592f7",911,"0,4,8,1,26,8,7,11,30,8,9","",NA
9,2017-11-15 19:44:46,187,-87,1488,"32e99b93411db3188461bcd9514ed4f2376f9b45e3fd85e431dab06d090854c2",914,"0,4,8,1,26,8,7,11,30,8,9","",NA
10,2017-11-15 19:44:46,187,-87,1488,"32e99b93411db3188461bcd9514ed4f2376f9b45e3fd85e431dab06d090854c2",915,"0,4,8,1,26,8,7,11,30,8,9","",NA
11,2017-11-15 19:44:50,312,-86,2488,"49a67e0bff855ba8ed45cc36ba36ca3a034c8a5b182bd5db4c9cb2a0a0d20272",2748,"0,4,8,1,26,146,17,9,30","","Nvidia"
12,2017-11-15 19:44:50,312,-82,2488,"49a67e0bff855ba8ed45cc36ba36ca3a034c8a5b182bd5db4c9cb2a0a0d20272",2749,"0,4,8,1,26,146,17,9,30","","Nvidia"
13,2017-11-15 19:44:50,312,-81,2488,"49a67e0bff855ba8ed45cc36ba36ca3a034c8a5b182bd5db4c9cb2a0a0d20272",2750,"0,4,8,1,26,146,17,9,30","","Nvidia"
14,2017-11-15 19:44:51,187,-92,1488,"49b4d484eeb5132d2433cc160d0197f304a6aa181a33e249b0819489e33d79e9",961,"0,4,8,1,26,8,7,11,30,8,9","",NA
15,2017-11-15 19:44:59,187,-90,1488,"75bfc0d9c4af707f954a0b0f8672876ed8a655ab3a5664edc7d2ae7a0d534a4b",994,"0,4,8,1,26,8,7,11,30,8,9","",NA
16,2017-11-15 19:44:59,187,-90,1488,"75bfc0d9c4af707f954a0b0f8672876ed8a655ab3a5664edc7d2ae7a0d534a4b",995,"0,4,8,1,26,8,7,11,30,8,9","",NA
17,2017-11-15 19:45:10,71,-15,560,"59fe5887d818fd96b120a8294452cf325b4b355a44b23f780009c3fc2b54c9b1",1108,"0,8,4","","Google"
18,2017-11-15 19:45:10,71,-43,560,"59fe5887d818fd96b120a8294452cf325b4b355a44b23f780009c3fc2b54c9b1",1112,"0,8,4","","Google"
19,2017-11-15 19:45:10,71,-47,560,"59fe5887d818fd96b120a8294452cf325b4b355a44b23f780009c3fc2b54c9b1",1113,"0,8,4","","Google"
20,2017-11-15 19:45:10,71,-52,560,"59fe5887d818fd96b120a8294452cf325b4b355a44b23f780009c3fc2b54c9b1",1114,"0,8,4","","Google"
21,2017-11-15 19:45:10,71,-53,560,"59fe5887d818fd96b120a8294452cf325b4b355a44b23f780009c3fc2b54c9b1",1115,"0,8,4","","Google"
22,2017-11-15 19:45:11,71,-56,560,"59fe5887d818fd96b120a8294452cf325b4b355a44b23f780009c3fc2b54c9b1",1116,"0,8,4","","Google"
23,2017-11-15 19:45:11,71,-61,560,"59fe5887d818fd96b120a8294452cf325b4b355a44b23f780009c3fc2b54c9b1",1118,"0,8,4","","Google"
24,2017-11-15 19:45:11,71,-64,560,"59fe5887d818fd96b120a8294452cf325b4b355a44b23f780009c3fc2b54c9b1",1119,"0,8,4","","Google"
25,2017-11-15 19:45:11,71,-68,560,"59fe5887d818fd96b120a8294452cf325b4b355a44b23f780009c3fc2b54c9b1",1120,"0,8,4","","Google"
26,2017-11-15 19:45:12,137,-74,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",41,"11,8,1,26,4,8,12","VM149521-2G","Google"
27,2017-11-15 19:45:12,137,-74,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",42,"11,8,1,26,4,8,12","VM149521-2G","Google"
28,2017-11-15 19:45:12,137,-74,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",43,"11,8,1,26,4,8,12","VM149521-2G","Google"
29,2017-11-15 19:45:12,137,-73,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",45,"11,8,1,26,4,8,12","VM149521-2G","Google"
30,2017-11-15 19:45:12,137,-73,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",47,"11,8,1,26,4,8,12","VM149521-2G","Google"
31,2017-11-15 19:45:12,137,-75,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",49,"11,8,1,26,4,8,12","VM149521-2G","Google"
32,2017-11-15 19:45:12,137,-75,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",51,"11,8,1,26,4,8,12","VM149521-2G","Google"
33,2017-11-15 19:45:12,137,-75,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",52,"11,8,1,26,4,8,12","VM149521-2G","Google"
34,2017-11-15 19:45:12,187,-90,1488,"7ca11fe8b171d0c32c92869f4267f53889849c41bfe6a04ba0b99155dd07da14",1028,"0,4,8,1,26,8,7,11,30,8,9","",NA
35,2017-11-15 19:45:12,187,-89,1488,"7ca11fe8b171d0c32c92869f4267f53889849c41bfe6a04ba0b99155dd07da14",1029,"0,4,8,1,26,8,7,11,30,8,9","",NA
36,2017-11-15 19:45:24,206,-88,1640,"9521e35c48d416f322a0e694a1b6c9fe57c00b376ca6d77d391127c2774ca4c5",3545,"12,4,8,1,26,8,1,5,19,7,9,29","_The Cloud X","SamsungE"
37,2017-11-15 19:45:24,194,-87,1544,"9521e35c48d416f322a0e694a1b6c9fe57c00b376ca6d77d391127c2774ca4c5",3546,"0,4,8,1,26,8,1,5,19,7,9,29","","SamsungE"
38,2017-11-15 19:45:24,206,-91,1640,"9521e35c48d416f322a0e694a1b6c9fe57c00b376ca6d77d391127c2774ca4c5",3547,"12,4,8,1,26,8,1,5,19,7,9,29","_The Cloud X","SamsungE"
39,2017-11-15 19:45:25,187,-90,1488,"7ca11fe8b171d0c32c92869f4267f53889849c41bfe6a04ba0b99155dd07da14",1046,"0,4,8,1,26,8,7,11,30,8,9","",NA
40,2017-11-15 19:45:25,187,-89,1488,"7ca11fe8b171d0c32c92869f4267f53889849c41bfe6a04ba0b99155dd07da14",1047,"0,4,8,1,26,8,7,11,30,8,9","",NA
41,2017-11-15 19:45:26,172,-63,1368,"a05cada2fd9149e33559764a6b3de0e578cb0916b0d94ce8e7adb1a828de6fdb",3266,"9,4,8,1,26,8,1,5,19,7,9","VM3280449","Wisol"
42,2017-11-15 19:45:26,172,-63,1368,"a05cada2fd9149e33559764a6b3de0e578cb0916b0d94ce8e7adb1a828de6fdb",3267,"9,4,8,1,26,8,1,5,19,7,9","VM3280449","Wisol"
43,2017-11-15 19:45:30,187,-91,1488,"00d9162940c6984d34bc6dfe91e32a0295c788d379ae3a46552b7cec74d3dcf8",1067,"0,4,8,12,0,0,0,0,0,0,0,0,127","",NA
44,2017-11-15 19:45:30,187,-91,1488,"00d9162940c6984d34bc6dfe91e32a0295c788d379ae3a46552b7cec74d3dcf8",1068,"0,4,8,1,26,8,7,11,30,8,9","",NA
45,2017-11-15 19:45:34,118,-17,936,"38bf0a304da245dd8947db532e3a05e09904d22d96002abf37a83bdb7313c0ad",1121,"0,4,8,1,26,7,5","","Google"
46,2017-11-15 19:45:34,118,-17,936,"38bf0a304da245dd8947db532e3a05e09904d22d96002abf37a83bdb7313c0ad",1122,"0,4,8,1,26,7,5","","Google"
47,2017-11-15 19:45:34,118,-17,936,"38bf0a304da245dd8947db532e3a05e09904d22d96002abf37a83bdb7313c0ad",1123,"0,4,8,1,26,7,5","","Google"
48,2017-11-15 19:45:34,118,-17,936,"38bf0a304da245dd8947db532e3a05e09904d22d96002abf37a83bdb7313c0ad",1124,"0,4,8,1,26,7,5","","Google"
49,2017-11-15 19:45:34,118,-17,936,"38bf0a304da245dd8947db532e3a05e09904d22d96002abf37a83bdb7313c0ad",1125,"0,4,8,1,26,7,5","","Google"
50,2017-11-15 19:45:34,118,-16,936,"38bf0a304da245dd8947db532e3a05e09904d22d96002abf37a83bdb7313c0ad",1126,"0,4,8,1,26,7,5","","Google"
51,2017-11-15 19:45:34,118,-17,936,"38bf0a304da245dd8947db532e3a05e09904d22d96002abf37a83bdb7313c0ad",1128,"0,4,8,1,26,7,5","","Google"
52,2017-11-15 19:45:34,118,-47,936,"38bf0a304da245dd8947db532e3a05e09904d22d96002abf37a83bdb7313c0ad",1135,"0,4,8,1,26,7,5","","Google"
53,2017-11-15 19:45:34,118,-49,936,"38bf0a304da245dd8947db532e3a05e09904d22d96002abf37a83bdb7313c0ad",1137,"0,4,8,1,26,7,5","","Google"
54,2017-11-15 19:45:34,118,-66,936,"38bf0a304da245dd8947db532e3a05e09904d22d96002abf37a83bdb7313c0ad",1140,"0,4,8,1,26,7,5","","Google"
55,2017-11-15 19:45:34,118,-75,936,"38bf0a304da245dd8947db532e3a05e09904d22d96002abf37a83bdb7313c0ad",1141,"0,4,8,1,26,7,5","","Google"
56,2017-11-15 19:45:34,118,-75,936,"38bf0a304da245dd8947db532e3a05e09904d22d96002abf37a83bdb7313c0ad",1142,"0,4,8,1,26,7,5","","Google"
57,2017-11-15 19:45:34,118,-75,936,"38bf0a304da245dd8947db532e3a05e09904d22d96002abf37a83bdb7313c0ad",1143,"0,4,8,1,26,7,5","","Google"
58,2017-11-15 19:45:34,118,-74,936,"38bf0a304da245dd8947db532e3a05e09904d22d96002abf37a83bdb7313c0ad",1145,"0,4,8,1,26,7,5","","Google"
59,2017-11-15 19:45:34,118,-59,936,"38bf0a304da245dd8947db532e3a05e09904d22d96002abf37a83bdb7313c0ad",1149,"0,4,8,1,26,0,0,0,0,0,0,0,0","","Google"
60,2017-11-15 19:45:34,118,-63,936,"38bf0a304da245dd8947db532e3a05e09904d22d96002abf37a83bdb7313c0ad",1152,"0,4,8,204","","Google"
61,2017-11-15 19:45:34,118,-62,936,"38bf0a304da245dd8947db532e3a05e09904d22d96002abf37a83bdb7313c0ad",1154,"0,4,8,1,26,7,5","","Google"
62,2017-11-15 19:45:34,118,-62,936,"38bf0a304da245dd8947db532e3a05e09904d22d96002abf37a83bdb7313c0ad",1155,"0,4,8,1,26,7,5","","Google"
63,2017-11-15 19:45:34,118,-61,936,"38bf0a304da245dd8947db532e3a05e09904d22d96002abf37a83bdb7313c0ad",1156,"0,4,8,1,26,7,5","","Google"
64,2017-11-15 19:45:34,118,-63,936,"38bf0a304da245dd8947db532e3a05e09904d22d96002abf37a83bdb7313c0ad",1157,"0,4,8,1,26,7,5","","Google"
65,2017-11-15 19:45:34,118,-85,936,"38bf0a304da245dd8947db532e3a05e09904d22d96002abf37a83bdb7313c0ad",1161,"0,4,8,1,26,1,242","","Google"
66,2017-11-15 19:45:34,118,-86,936,"38bf0a304da245dd8947db532e3a05e09904d22d96002abf37a83bdb7313c0ad",1163,"0,4,8,1,26,7,5","","Google"
67,2017-11-15 19:45:36,166,-90,1320,"e60720dffeaa7fd6c74c347acde4cb5006b57a2e38a49d6e140afbd9301fcdbc",271,"32,8,4,30,26,1","    � ","CompexPt"
68,2017-11-15 19:45:37,198,-91,1576,"cc8029cf8f942d2d83fd9a26eca0e3f51a7c744d405338d3cf1d707a10de6dc2",1116,"11,4,8,1,26,8,7,11,30,8,9","BTHub5-9Z8F","Apple"
69,2017-11-15 19:45:37,198,-90,1576,"69eebd93df5465e724ec9b3b9eba02cd489b54281347defa49809c09b7779200",1117,"11,4,8,1,26,8,7,11,30,8,9","BTHub5-9Z8F","Apple"
70,2017-11-15 19:45:38,137,-74,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",355,"11,8,1,26,4,8,12","VM149521-2G","Google"
71,2017-11-15 19:45:38,137,-75,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",356,"11,8,1,26,4,8,12","VM149521-2G","Google"
72,2017-11-15 19:45:38,137,-75,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",357,"11,8,1,26,4,8,12","VM149521-2G","Google"
73,2017-11-15 19:45:38,137,-74,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",358,"11,8,1,26,4,8,12","VM149521-2G","Google"
74,2017-11-15 19:45:38,126,-75,1000,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",359,"0,8,1,26,4,8,12","","Google"
75,2017-11-15 19:45:38,126,-74,1000,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",361,"0,8,1,26,4,8,12","","Google"
76,2017-11-15 19:45:38,126,-75,1000,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",362,"0,8,1,26,4,8,12","","Google"
77,2017-11-15 19:45:38,137,-72,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",363,"11,8,1,26,4,8,12","VM149521-2G","Google"
78,2017-11-15 19:45:38,137,-71,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",364,"11,8,1,26,4,8,12","VM149521-2G","Google"
79,2017-11-15 19:45:38,137,-72,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",365,"11,8,1,26,4,8,12","VM149521-2G","Google"
80,2017-11-15 19:45:38,137,-72,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",366,"11,8,1,26,4,8,12","VM149521-2G","Google"
81,2017-11-15 19:45:38,126,-72,1000,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",367,"0,8,1,26,4,8,12","","Google"
82,2017-11-15 19:45:38,126,-71,1000,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",368,"0,8,1,26,4,8,12","","Google"
83,2017-11-15 19:45:39,137,-73,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",1156,"5,153","","Google"
84,2017-11-15 19:45:39,137,-72,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",374,"11,8,1,26,4,8,12","VM149521-2G","Google"
85,2017-11-15 19:45:44,113,-89,896,"fbce650568262272bf2b011b468335364272e5aebf71b5268be5c72077b1211f",512,"11,8,1,26,4","BTHub5-9Z8F","Azurewav"
86,2017-11-15 19:45:44,113,-88,896,"fbce650568262272bf2b011b468335364272e5aebf71b5268be5c72077b1211f",513,"11,8,1,26,4","BTHub5-9Z8F","Azurewav"
87,2017-11-15 19:45:44,113,-88,896,"fbce650568262272bf2b011b468335364272e5aebf71b5268be5c72077b1211f",514,"11,8,1,26,4","BTHub5-9Z8F","Azurewav"
88,2017-11-15 19:45:44,113,-89,896,"fbce650568262272bf2b011b468335364272e5aebf71b5268be5c72077b1211f",515,"11,8,1,26,4","BTHub5-9Z8F","Azurewav"
89,2017-11-15 19:45:44,113,-88,896,"fbce650568262272bf2b011b468335364272e5aebf71b5268be5c72077b1211f",517,"11,8,1,26,4","BTHub5-9Z8F","Azurewav"
90,2017-11-15 19:45:52,198,-91,1576,"cc8029cf8f942d2d83fd9a26eca0e3f51a7c744d405338d3cf1d707a10de6dc2",1202,"11,4,8,1,26,8,7,11,30,8,9","BTHub5-9Z8F","Apple"
91,2017-11-15 19:45:52,198,-91,1576,"ce37b67e6b5ea5984f36d3a9ef52248918d3f12a08684410f4d38287562f2c8c",1203,"11,4,8,1,26,8,7,11,30,8,9","BTHub5-9Z8F",NA
92,2017-11-15 19:45:58,198,-89,1576,"cc8029cf8f942d2d83fd9a26eca0e3f51a7c744d405338d3cf1d707a10de6dc2",1290,"11,4,8,1,26,8,7,11,30,8,9","BTHub5-9Z8F","Apple"
93,2017-11-15 19:45:58,198,-89,1576,"cc8029cf8f942d2d83fd9a26eca0e3f51a7c744d405338d3cf1d707a10de6dc2",1291,"11,4,8,1,26,8,7,11,30,8,9","BTHub5-9Z8F","Apple"
94,2017-11-15 19:46:04,163,-61,1296,"a05cada2fd9149e33559764a6b3de0e578cb0916b0d94ce8e7adb1a828de6fdb",3431,"0,4,8,1,26,8,1,5,19,7,9","","Wisol"
95,2017-11-15 19:46:04,163,-60,1296,"a05cada2fd9149e33559764a6b3de0e578cb0916b0d94ce8e7adb1a828de6fdb",3432,"0,4,8,1,26,8,1,5,19,7,9","","Wisol"
96,2017-11-15 19:46:10,206,-90,1640,"9521e35c48d416f322a0e694a1b6c9fe57c00b376ca6d77d391127c2774ca4c5",3597,"12,4,8,1,26,8,1,5,19,7,9,29","_The Cloud X","SamsungE"
97,2017-11-15 19:46:14,151,-91,1200,"7d88f79701230ac71b856edf0ba5dee53ec7b39cd3c472adb59e0d3c0ab69575",957,"0,4,8,1,26,4,7,11,8,9","",NA
98,2017-11-15 19:46:15,137,-75,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",831,"11,8,1,26,4,8,12","VM149521-2G","Google"
99,2017-11-15 19:46:15,137,-74,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",832,"11,8,1,26,4,8,12","VM149521-2G","Google"
100,2017-11-15 19:46:15,137,-76,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",833,"11,8,1,26,4,8,12","VM149521-2G","Google"
101,2017-11-15 19:46:15,137,-76,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",834,"11,8,1,26,4,8,12","VM149521-2G","Google"
102,2017-11-15 19:46:15,137,-77,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",839,"11,8,1,26,4,8,12","VM149521-2G","Google"
103,2017-11-15 19:46:15,166,-86,1320,"ba1eb7c663229994c34072636dc931a2ed3a0e8b8105bfec9aad7204a64a45b9",877,"32,8,4,30,26,1","			","CompexPt"
104,2017-11-15 19:46:15,166,-88,1320,"ba1eb7c663229994c34072636dc931a2ed3a0e8b8105bfec9aad7204a64a45b9",878,"32,8,4,30,26,1","				","CompexPt"
105,2017-11-15 19:46:15,134,-89,1064,"ba1eb7c663229994c34072636dc931a2ed3a0e8b8105bfec9aad7204a64a45b9",879,"0,8,4,30,26,1","","CompexPt"
106,2017-11-15 19:46:17,102,-89,808,"fbce650568262272bf2b011b468335364272e5aebf71b5268be5c72077b1211f",884,"0,8,1,26,4","","Azurewav"
107,2017-11-15 19:46:17,102,-85,808,"fbce650568262272bf2b011b468335364272e5aebf71b5268be5c72077b1211f",885,"0,8,1,26,4","","Azurewav"
108,2017-11-15 19:46:17,102,-88,808,"fbce650568262272bf2b011b468335364272e5aebf71b5268be5c72077b1211f",886,"0,8,1,26,4","","Azurewav"
109,2017-11-15 19:46:17,102,-88,808,"fbce650568262272bf2b011b468335364272e5aebf71b5268be5c72077b1211f",887,"0,8,1,26,4","","Azurewav"
110,2017-11-15 19:46:17,113,-87,896,"fbce650568262272bf2b011b468335364272e5aebf71b5268be5c72077b1211f",888,"11,8,1,26,4","BTHub4-W9PZ","Azurewav"
111,2017-11-15 19:46:17,113,-88,896,"fbce650568262272bf2b011b468335364272e5aebf71b5268be5c72077b1211f",890,"11,8,1,26,4","BTHub4-W9PZ","Azurewav"
112,2017-11-15 19:46:22,150,-90,1192,"1b7d6338e0b9860a2270e1a5994e51a9ace2ea24aa6b388cf4254ae1a79b7d7f",353,"16,8,4,30,26,1","WLANIBISPLUSLBSL","CompexPt"
113,2017-11-15 19:46:22,166,-90,1320,"1b7d6338e0b9860a2270e1a5994e51a9ace2ea24aa6b388cf4254ae1a79b7d7f",354,"32,8,4,30,26,1","","CompexPt"
114,2017-11-15 19:46:22,134,-91,1064,"1b7d6338e0b9860a2270e1a5994e51a9ace2ea24aa6b388cf4254ae1a79b7d7f",355,"0,8,4,30,26,1","","CompexPt"
115,2017-11-15 19:46:22,150,-87,1192,"1b7d6338e0b9860a2270e1a5994e51a9ace2ea24aa6b388cf4254ae1a79b7d7f",357,"16,8,4,30,26,1","WLANIBISPLUSLBSL","CompexPt"
116,2017-11-15 19:46:22,166,-87,1320,"1b7d6338e0b9860a2270e1a5994e51a9ace2ea24aa6b388cf4254ae1a79b7d7f",358,"32,8,4,30,26,1","","CompexPt"
117,2017-11-15 19:46:23,71,-90,560,"6136b7bd5394e7d523207e1750167227c2b94b5d8364caffab1050fd4aac19f1",737,"0,8,4","","TctMobil"
118,2017-11-15 19:46:24,163,-60,1296,"a05cada2fd9149e33559764a6b3de0e578cb0916b0d94ce8e7adb1a828de6fdb",3560,"0,4,8,1,26,8,1,5,19,7,9","","Wisol"
119,2017-11-15 19:46:24,163,-58,1296,"a05cada2fd9149e33559764a6b3de0e578cb0916b0d94ce8e7adb1a828de6fdb",3561,"0,4,8,1,26,8,1,5,19,7,9","","Wisol"
120,2017-11-15 19:46:24,163,-62,1296,"a05cada2fd9149e33559764a6b3de0e578cb0916b0d94ce8e7adb1a828de6fdb",3567,"0,4,8,1,26,8,1,5,19,7,9","","Wisol"
121,2017-11-15 19:46:30,166,-91,1320,"a60ace026b994498218c5caf4c5b9a448f5a6fe381af0ecafe003d0eb811b106",1081,"32,8,4,30,26,1","","CompexPt"
122,2017-11-15 19:46:43,189,-90,1504,"011e231469d21cd6a289f2e9adca61aa007c5b1b1a949714f075826c9ea50ea1",2872,"18,4,8,1,26,8,9,30,5,7","virginmedia8676350","SamsungE"
123,2017-11-15 19:46:43,171,-91,1360,"011e231469d21cd6a289f2e9adca61aa007c5b1b1a949714f075826c9ea50ea1",2873,"0,4,8,1,26,8,9,30,5,7","","SamsungE"
124,2017-11-15 19:46:46,113,-88,896,"fbce650568262272bf2b011b468335364272e5aebf71b5268be5c72077b1211f",1305,"11,8,1,26,4","BTHub5-9Z8F","Azurewav"
125,2017-11-15 19:46:46,113,-88,896,"fbce650568262272bf2b011b468335364272e5aebf71b5268be5c72077b1211f",1306,"11,8,1,26,4","BTHub5-9Z8F","Azurewav"
126,2017-11-15 19:46:46,113,-89,896,"fbce650568262272bf2b011b468335364272e5aebf71b5268be5c72077b1211f",1307,"11,8,1,26,4","BTHub5-9Z8F","Azurewav"
127,2017-11-15 19:46:46,113,-89,896,"fbce650568262272bf2b011b468335364272e5aebf71b5268be5c72077b1211f",1308,"11,8,1,26,4","BTHub5-9Z8F","Azurewav"
128,2017-11-15 19:47:00,198,-87,1576,"cc8029cf8f942d2d83fd9a26eca0e3f51a7c744d405338d3cf1d707a10de6dc2",1418,"11,4,8,1,26,8,7,11,30,8,9","BTHub5-9Z8F","Apple"
129,2017-11-15 19:47:16,198,-89,1576,"cc8029cf8f942d2d83fd9a26eca0e3f51a7c744d405338d3cf1d707a10de6dc2",1508,"11,4,8,1,26,8,7,11,30,8,9","BTHub5-9Z8F","Apple"
130,2017-11-15 19:47:16,198,-86,1576,"cc8029cf8f942d2d83fd9a26eca0e3f51a7c744d405338d3cf1d707a10de6dc2",1509,"11,4,8,1,26,8,7,11,30,8,9","BTHub5-9Z8F","Apple"
131,2017-11-15 19:47:16,198,-88,1576,"cc8029cf8f942d2d83fd9a26eca0e3f51a7c744d405338d3cf1d707a10de6dc2",1511,"11,4,8,1,26,8,7,11,30,8,9","BTHub5-9Z8F","Apple"
132,2017-11-15 19:47:17,137,-76,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",1498,"11,8,1,26,4,8,12","VM149521-2G","Google"
133,2017-11-15 19:47:17,137,-75,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",1499,"11,8,1,26,4,8,12","VM149521-2G","Google"
134,2017-11-15 19:47:17,137,-75,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",1500,"11,8,1,26,4,8,12","VM149521-2G","Google"
135,2017-11-15 19:47:17,137,-75,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",1501,"11,8,1,26,4,8,12","VM149521-2G","Google"
136,2017-11-15 19:47:17,137,-75,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",1504,"11,8,1,26,4,8,12","VM149521-2G","Google"
137,2017-11-15 19:47:26,198,-86,1576,"cc8029cf8f942d2d83fd9a26eca0e3f51a7c744d405338d3cf1d707a10de6dc2",1596,"11,4,8,1,26,8,7,11,30,8,9","BTHub5-9Z8F","Apple"
138,2017-11-15 19:47:30,124,-92,984,"a6363a7823dab0ab8d92479802419b21391c05a6329bfe8763970e94b449d9fe",593,"13,4,8,1,26,7","EXT2-MSL-WIFI","SamsungE"
139,2017-11-15 19:47:30,119,-92,944,"a6363a7823dab0ab8d92479802419b21391c05a6329bfe8763970e94b449d9fe",598,"8,4,8,1,26,7","MSL-WIFI","SamsungE"
140,2017-11-15 19:47:30,124,-91,984,"a6363a7823dab0ab8d92479802419b21391c05a6329bfe8763970e94b449d9fe",599,"","","SamsungE"
141,2017-11-15 19:47:32,172,-62,1368,"a05cada2fd9149e33559764a6b3de0e578cb0916b0d94ce8e7adb1a828de6fdb",3795,"9,4,8,1,26,8,1,5,19,7,9","VM3280449","Wisol"
142,2017-11-15 19:47:32,172,-61,1368,"a05cada2fd9149e33559764a6b3de0e578cb0916b0d94ce8e7adb1a828de6fdb",3796,"9,4,8,1,26,8,1,5,19,7,9","VM3280449","Wisol"
143,2017-11-15 19:47:32,172,-65,1368,"a05cada2fd9149e33559764a6b3de0e578cb0916b0d94ce8e7adb1a828de6fdb",3801,"9,4,8,1,26,8,1,5,19,7,9","VM3280449","Wisol"
144,2017-11-15 19:47:37,198,-87,1576,"cc8029cf8f942d2d83fd9a26eca0e3f51a7c744d405338d3cf1d707a10de6dc2",1682,"11,4,8,1,26,8,7,11,30,8,9","BTHub5-9Z8F","Apple"
145,2017-11-15 19:47:37,198,-88,1576,"cc8029cf8f942d2d83fd9a26eca0e3f51a7c744d405338d3cf1d707a10de6dc2",1683,"11,4,8,1,26,8,7,11,30,8,9","BTHub5-9Z8F","Apple"
146,2017-11-15 19:47:38,137,-76,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",1758,"11,8,1,26,4,8,12","VM149521-2G","Google"
147,2017-11-15 19:47:38,137,-76,1088,"375fa039d6b5f1b3088ae27456c2233d87d22df72f7c617baf474191c67469e3",1759,"11,8,1,26,4,8,12","VM149521-2G","Google"
