2018-08-27,290,209
2018-08-28,334,238
2018-08-29,339,249
2018-08-30,341,271
2018-08-31,357,298
2018-09-01,344,285
2018-09-02,262,194
2018-09-03,331,241
2018-09-04,333,250
2018-09-05,337,252
2018-09-06,334,269
2018-09-07,355,289
2018-09-08,343,280
2018-09-09,264,198
2018-09-10,320,227
2018-09-11,349,260
2018-09-12,405,310
2018-09-13,443,347
2018-09-14,459,377
2018-09-15,452,386
2018-09-16,343,264
2018-09-17,421,316
2018-09-18,422,330
2018-09-19,423,335
2018-09-20,427,355
2018-09-21,454,396
2018-09-22,453,402
2018-09-23,340,278
2018-09-24,432,340
2018-09-25,445,359
2018-09-26,446,375
2018-09-27,464,403
2018-09-28,487,439
2018-09-29,487,456
2018-09-30,359,295
2018-10-01,439,331
2018-10-02,449,357
2018-10-03,454,372
2018-10-04,466,391
2018-10-05,486,429
2018-10-06,472,418
2018-10-07,377,304
2018-10-08,431,330
2018-10-09,443,359
2018-10-10,454,382
2018-10-11,447,379
2018-10-12,453,410
2018-10-13,452,440
2018-10-14,336,271
2018-10-15,420,326
2018-10-16,439,359
2018-10-17,439,368
2018-10-18,448,388
2018-10-19,464,427
2018-10-20,463,441
2018-10-21,365,303
2018-10-22,444,353
2018-10-23,440,367
2018-10-24,443,382
2018-10-25,458,408
2018-10-26,463,438
2018-10-27,450,426
2018-10-28,351,300
2018-10-29,435,348
2018-10-30,447,367
2018-10-31,460,405
2018-11-01,453,405
2018-11-02,469,438
2018-11-03,452,437
2018-11-04,347,303
2018-11-05,419,335
2018-11-06,423,346
2018-11-07,417,341
2018-11-08,434,379
2018-11-09,441,400
2018-11-10,450,432
2018-11-11,347,305
2018-11-12,407,320
2018-11-13,418,347
2018-11-14,420,357
2018-11-15,435,397
2018-11-16,445,425
2018-11-17,460,463
2018-11-18,358,325
2018-11-19,409,316
2018-11-20,405,315
2018-11-21,421,359
2018-11-22,439,389
2018-11-23,486,510
2018-11-24,466,495
2018-11-25,362,344
2018-11-26,425,349
2018-11-27,414,331
2018-11-28,419,363
2018-11-29,427,392
2018-11-30,469,470
2018-12-01,468,507
2018-12-02,367,354
2018-12-03,433,361
2018-12-04,443,387
2018-12-05,431,384
2018-12-06,476,415
2018-12-07,489,466
